Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,MatrixUtilsTest.java,testCreateBigMatrix,yes,yes,yes,yes,,
,,,,testCreateRowBigMatrix,yes,yes,yes,yes,,
,,,,testCreateColumnBigMatrix,yes,yes,yes,yes,,
,,,,testCreateBigIdentityMatrix,yes,yes,yes,yes,,
,,,RealMatrixImplTest.java,testDimensions,yes,yes,yes,yes,,
,,,,testCopyFunctions,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,,testAddFail,yes,yes,yes,yes,,
,,,,testNorm,yes,yes,yes,yes,,
,,,,testFrobeniusNorm,yes,yes,yes,yes,,
,,,,testPlusMinus,yes,yes,yes,yes,,
,,,,testMultiply,yes,yes,yes,yes,,
,,,,testMultiply2,yes,yes,yes,yes,,
,,,,testTrace,yes,yes,yes,yes,,
,,,,testScalarAdd,yes,yes,yes,yes,,
,,,,testOperate,yes,yes,yes,yes,missing some tests,
,,,,testMath209,yes,yes,yes,yes,,
,,,,testTranspose,yes,yes,yes,yes,,
,,,,testPremultiplyVector,yes,yes,yes,yes,,
,,,,testPremultiply,yes,yes,yes,yes,,
,,,,testGetVectors,yes,yes,yes,yes,,
,,,,testGetEntry,yes,yes,yes,yes,,
,,,,testExamples,yes,yes,yes,yes,,
,,,,testGetSubMatrix,yes,yes,yes,yes,,
,,,,testCopySubMatrix,yes,yes,yes,yes,,
,,,,testGetRowMatrix,yes,yes,yes,yes,,
,,,,testSetRowMatrix,yes,yes,yes,yes,,
,,,,testGetColumnMatrix,yes,yes,yes,yes,,
,,,,testSetColumnMatrix,yes,yes,yes,yes,,
,,,,testGetRowVector,yes,yes,yes,yes,,
,,,,testSetRowVector,yes,yes,yes,yes,,
,,,,testGetColumnVector,yes,yes,yes,yes,,
,,,,testSetColumnVector,yes,yes,yes,yes,,
,,,,testGetRow,yes,yes,yes,yes,,
,,,,testSetRow,yes,yes,yes,yes,,
,,,,testGetColumn,yes,yes,yes,yes,,
,,,,testSetColumn,yes,yes,yes,yes,,
,,,,testEqualsAndHashCode,yes,yes,yes,yes,,
,,,,testToString,yes,yes,yes,yes,,
,,,,testSetSubMatrix,yes,yes,yes,yes,,
,,,,testWalk,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
11/03/2010 8:46:04,634e51b50e2000d38498161afcdc7359bae61ce1,"MATH-195
Created an unchecked ""FunctionEvaluationException"" in package ""exception"".
Removed ""throws"" clause from interface ""UnivariateRealFunction"".
""PolynomialFunctionLagrangeForm"": Added early check on the interpolating
array having distinct points; removed redundant test in methods ""evaluate""
and ""computeCoefficients"".
""DividedDifferenceInerpolator"": Removed redundant check.
""Mathutils"": Added method ""sortInPlace"". Removed (most) references to the
deprecated ""MathRuntimeException"" class.
""optimization.direct"": Removed deprecated classes.
Javadoc clean up.



git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1030464 13f79535-47bb-0310-9956-ffa450edef68",MultiDirectionalTest.java,testFunctionEvaluationExceptions,yes,yes,yes,yes,missing some tests,
,,,,testMinimizeMaximize,yes,yes,yes,yes,,
,,,,testRosenbrock,yes,yes,yes,yes,,
,,,,testPowell,yes,yes,yes,yes,,
,,,,testMath283,yes,yes,yes,yes,,
,,,NelderMeadTest.java,testFunctionEvaluationExceptions,yes,yes,yes,yes,,
,,,,testMinimizeMaximize,yes,yes,yes,yes,,
,,,,testRosenbrock,yes,yes,yes,yes,,
,,,,testPowell,yes,yes,yes,yes,,
,,,,testLeastSquares1,yes,yes,yes,yes,,
,,,,testLeastSquares2,yes,yes,yes,yes,,
,,,,testLeastSquares3,yes,yes,yes,yes,,
,,,,testMaxIterations,yes,yes,yes,yes,,
11/10/2010 8:23:36,07f166332003e7f0857954ffc5bd3e85ca762f69,"MATH-425
Removed usage of exceptions defined in the package ""linear"". Added
replacements in package ""exception"". Modified tests to catch the
new exception type. Deleted the deprecated package ""estimation"" (test
failed because of the changes).
Deprecated ""MaxIterationsExceededException"".
Changes in package ""optimization.general"" were necessary to comply with
the new exceptions and to be consistent in reporting the actual cause
of failure.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1033486 13f79535-47bb-0310-9956-ffa450edef68",EstimatedParameterTest.java,testConstruction,yes,yes,yes,yes,,
,,,,testBound,yes,yes,yes,yes,,
,,,,testEstimate,yes,yes,yes,yes,,
,,,GaussNewtonEstimatorTest.java,testTrivial,yes,yes,yes,yes,,
,,,,testQRColumnsPermutation,yes,yes,yes,yes,,
,,,,testNoDependency,yes,yes,yes,yes,,
,,,,testOneSet,yes,yes,yes,yes,,
,,,,testTwoSets,yes,yes,yes,yes,,
,,,,testNonInversible,yes,yes,yes,yes,,
,,,,testIllConditioned,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersUnsorted,yes,yes,yes,yes,,
,,,,testRedundantEquations,yes,yes,yes,yes,,
,,,,testInconsistentEquations,yes,yes,yes,yes,,
,,,,testBoundParameters,yes,yes,yes,yes,missing some tests,
,,,,testMaxIterations,yes,yes,yes,yes,,
,,,,testCircleFitting,yes,yes,yes,yes,,
,,,,testCircleFittingBadInit,yes,yes,yes,yes,,
,,,LevenbergMarquardtEstimatorTest.java,testTrivial,yes,yes,yes,yes,,
,,,,testQRColumnsPermutation,yes,yes,yes,yes,,
,,,,testNoDependency,yes,yes,yes,yes,,
,,,,testOneSet,yes,yes,yes,yes,,
,,,,testTwoSets,yes,yes,yes,yes,,
,,,,testNonInversible,yes,yes,yes,yes,,
,,,,testIllConditioned,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersUnsorted,yes,yes,yes,yes,,
,,,,testRedundantEquations,yes,yes,yes,yes,,
,,,,testInconsistentEquations,yes,yes,yes,yes,,
,,,,testControlParameters,yes,yes,yes,yes,missing some tests,
,,,,testCircleFitting,yes,yes,yes,yes,,
,,,,testCircleFittingBadInit,yes,yes,yes,yes,,
,,,,testMath199,yes,yes,yes,yes,,
,,,MinpackTest.java,testMinpackLinearFullRank,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1ZeroColsAndRows,yes,yes,yes,yes,,
,,,,testMinpackRosenbrok,yes,yes,yes,yes,,
,,,,testMinpackHelicalValley,yes,yes,yes,yes,,
,,,,testMinpackPowellSingular,yes,yes,yes,yes,,
,,,,testMinpackFreudensteinRoth,yes,yes,yes,yes,,
,,,,testMinpackBard,yes,yes,yes,yes,,
,,,,testMinpackKowalikOsborne,yes,yes,yes,yes,,
,,,,testMinpackMeyer,yes,yes,yes,yes,,
,,,,testMinpackWatson,yes,yes,yes,yes,,
,,,,testMinpackBox3Dimensional,yes,yes,yes,yes,,
,,,,testMinpackJennrichSampson,yes,yes,yes,yes,,
,,,,testMinpackBrownDennis,yes,yes,yes,yes,,
,,,,testMinpackChebyquad,yes,yes,yes,yes,,
,,,,testMinpackBrownAlmostLinear,yes,yes,yes,yes,,
,,,,testMinpackOsborne1,yes,yes,yes,yes,,
,,,,testMinpackOsborne2,yes,yes,yes,yes,,
,,,WeightedMeasurementTest.java,testConstruction,yes,yes,yes,yes,,
,,,,testIgnored,yes,yes,yes,yes,,
,,,,testTheory,yes,yes,yes,yes,,
11/11/2010 17:13:01,d7d6492c1d089bf090c64c9f36b53edfe7cfaf2d,"MATH-438
Removed deprecated class ""MatrixIndexException"".


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034193 13f79535-47bb-0310-9956-ffa450edef68",MatrixIndexExceptionTest.java,testParameter,yes,yes,yes,yes,,
11/11/2010 18:13:27,374abec6b138520cbb99935ae20732b95a6adf22,"MATH-438
Removed deprecated class ""InvalidMatrixException"".


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034220 13f79535-47bb-0310-9956-ffa450edef68",InvalidMatrixExceptionTest.java,testConstructorMessage,yes,yes,yes,yes,,
11/12/2010 7:23:59,c9a24d392f1eefd6e2a0c15b584fc0eb18ec594c,"MATH-438
Removed deprecated class.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034394 13f79535-47bb-0310-9956-ffa450edef68",DuplicateSampleAbscissaExceptionTest.java,testConstructor,yes,yes,yes,yes,,
11/12/2010 7:57:53,9c039e178928c5f532e189c9747c960f47b8145f,"MATH-438
Removed deprecated class.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034401 13f79535-47bb-0310-9956-ffa450edef68",ArgumentOutsideDomainExceptionTest.java,testConstructor,yes,yes,yes,yes,,
11/12/2010 10:31:21,aa903d1819bd5fc54c72cd97e5ce8c7f9a73d657,"MATH-438
Removed deprecated class.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034451 13f79535-47bb-0310-9956-ffa450edef68",SmoothingBicubicSplineInterpolatorTest.java,testPreconditions,yes,yes,yes,yes,,
,,,,testPlane,yes,yes,yes,yes,,
,,,,testParaboloid,yes,yes,yes,yes,,
11/12/2010 15:03:38,a6052740777ab54400fd4e7c6024d79ff0a0ee32,"MATH-438
Removed deprecated class.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034564 13f79535-47bb-0310-9956-ffa450edef68",FunctionEvaluationExceptionTest.java,testConstructor,yes,yes,yes,yes,,
,,,,testConstructorArray,yes,yes,yes,yes,,
,,,,testConstructorPatternArguments,yes,yes,yes,yes,,
,,,,testConstructorArrayPatternArguments,yes,yes,yes,yes,,
,,,,testConstructorPatternArgumentsCause,yes,yes,yes,yes,,
,,,,testConstructorArrayPatternArgumentsCause,yes,yes,yes,yes,,
,,,,testConstructorArgumentCause,yes,yes,yes,yes,,
,,,,testConstructorArrayArgumentCause,yes,yes,yes,yes,,
11/12/2010 15:22:34,7c9c3017bbd3422c69d7001a1edadd028833a112,"MATH-438
Removed deprecated methods.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034573 13f79535-47bb-0310-9956-ffa450edef68",FrequencyTest.java,testAddNonComparable,yes,yes,yes,yes,,
11/13/2010 16:27:34,6a50b4cebc27c40f21eb4ae31a0959e7b32b6b85,"MATH-438
Removed deprecated methods.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1034896 13f79535-47bb-0310-9956-ffa450edef68",BisectionSolverTest.java,testDeprecated,yes,yes,yes,yes,,
,,,BrentSolverTest.java,testDeprecated,yes,yes,yes,yes,,
,,,LaguerreSolverTest.java,testDeprecated,yes,yes,yes,yes,,
,,,MullerSolverTest.java,testDeprecated,yes,yes,yes,yes,,
,,,,testDeprecated2,yes,yes,yes,yes,,
,,,NewtonSolverTest.java,testDeprecated,conflict,yes,yes,no,,
,,,RiddersSolverTest.java,testDeprecated,yes,yes,yes,yes,,
11/20/2010 16:02:55,22d63af83d508d170c4f6da52a69bc60be098764,"removed the ode.jacobians package
Jira: MATH-380

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1037343 13f79535-47bb-0310-9956-ffa450edef68",FirstOrderIntegratorWithJacobiansTest.java,testLowAccuracyExternalDifferentiation,yes,yes,yes,yes,,
,,,,testHighAccuracyExternalDifferentiation,yes,yes,yes,yes,,
,,,,testInternalDifferentiation,yes,yes,yes,yes,,
,,,,testAnalyticalDifferentiation,yes,yes,yes,yes,,
,,,,testFinalResult,yes,yes,yes,yes,,
,,,,testStepHandlerResult,yes,yes,yes,yes,,
,,,,testEventHandler,yes,yes,yes,yes,,
11/25/2010 10:22:00,b9559bfce972a8b079ebc5ac8b6326a524ce29f8,"MATH-439
Refactored the ""solvers"" package. Implementations refer to number of
evaluation of the objective function (instead of the number of iterations).
New interfaces and base classes.
""NewtonSolver"" fits in the design without resorting to a cast.
Created class ""MullerSolver2"" to contain the code of the method named ""solve2""
in class ""MullerSolver"".




git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1039083 13f79535-47bb-0310-9956-ffa450edef68",BisectionSolverTest.java,testSetFunctionValueAccuracy,yes,yes,yes,yes,,
,,,,testResetFunctionValueAccuracy,yes,yes,yes,yes,,
,,,,testSetAbsoluteAccuracy,yes,yes,yes,yes,,
,,,,testResetAbsoluteAccuracy,yes,yes,yes,yes,missing a test,
,,,,testResetMaximalIterationCount,yes,yes,yes,yes,,
,,,,testSetRelativeAccuracy,yes,yes,yes,yes,,
,,,,testResetRelativeAccuracy,yes,yes,yes,yes,,
,,,LaguerreSolverTest.java,testQuinticFunction2,yes,yes,yes,yes,,
,,,UnivariateRealSolverFactoryImplTest.java,testNewBisectionSolverValid,yes,yes,yes,yes,,
,,,,testNewNewtonSolverValid,yes,yes,yes,yes,,
,,,,testNewBrentSolverValid,yes,yes,yes,yes,,
,,,,testNewSecantSolverValid,yes,yes,yes,yes,,
11/26/2010 11:02:26,f101eb4c2a37a18a513b879e4b31918da5af65ae,"MATH-430
Removed deprecated classes ""ComposableFunction"" and ""BinaryFunction"".


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1039465 13f79535-47bb-0310-9956-ffa450edef68",BinaryFunctionTest.java,testAdd,yes,yes,yes,yes,,
,,,,testSubtract,yes,yes,yes,yes,,
,,,,testMultiply,yes,yes,yes,yes,,
,,,,testDivide,yes,yes,yes,yes,,
,,,,testPow,yes,yes,yes,yes,,
,,,,testAtan2,yes,yes,yes,yes,,
,,,,testFix1st,yes,yes,yes,yes,,
,,,,testFix2nd,yes,yes,yes,yes,,
,,,ComposableFunctionTest.java,testZero,yes,yes,yes,yes,,
,,,,testOne,yes,yes,yes,yes,,
,,,,testIdentity,yes,yes,yes,yes,,
,,,,testRint,yes,yes,yes,yes,,
,,,,testSignum,yes,yes,yes,yes,,
,,,,testComposition,yes,yes,yes,yes,,
,,,,testCombine,yes,yes,yes,yes,,
,,,,testSimpleCombination,yes,yes,yes,yes,,
,,,,testCollector,yes,yes,yes,yes,,
12/04/2010 5:31:12,4d4aa195fea0f1d7550ca816e1a85802aebfc875,"MATH-451
In solvers, the maximum number of evaluations is passed as a parameter to the
method ""solve"". The ""setMaxEvaluations"" accessor is removed.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1042151 13f79535-47bb-0310-9956-ffa450edef68",BisectionSolverTest.java,testSetMaximalEvaluationCount,yes,yes,yes,yes,,
01/06/2011 5:32:07,fc20a308d7e866c0c18e1a3efbb62e2176d2bab4,"MATH-461
""RealVectorFormat"", ""ComplexFormat"", ""Vector3DFormat"" do not inherit anymore 
from the Java standard ""Format"". Removed methods that were mandated by this base
class (because they were not compatible with the new policy that CM should only
throw unchecked exceptions).
""CompositeFormat"" now contains only static methods: Made it a utility class       
(i.e. with a ""private"" constructor).


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1055835 13f79535-47bb-0310-9956-ffa450edef68",ComplexFormatAbstractTest.java,testFormatObject,yes,yes,yes,yes,,
,,,Vector3DFormatAbstractTest.java,testFormatObject,yes,yes,yes,yes,,
,,,RealVectorFormatAbstractTest.java,testFormatObject,yes,yes,yes,yes,,
01/07/2011 14:33:12,c8e8d8de18cad6566442c138b5a6627127102bfb,"MATH-422
Removed setters. Removed coresponding unit tests.
Added a ""getInstance"" method so that some tests can still work.
Removed a seemingly unnecessary call to the ""clone"" method.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1056493 13f79535-47bb-0310-9956-ffa450edef68",ComplexFormatAbstractTest.java,testSetImaginaryFormatNull,yes,yes,yes,yes,,
,,,,testSetRealFormatNull,yes,yes,yes,yes,,
,,,,testSetImaginaryCharacterNull,yes,yes,yes,yes,,
,,,,testSetImaginaryCharacterEmpty,yes,yes,yes,yes,,
01/20/2011 20:45:52,9b08855c247eb7522fc4b25b8aaece2a0d58d990,"Fix up double nextAfter special cases; add float test

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1061602 13f79535-47bb-0310-9956-ffa450edef68",MathUtilsTest.java,testNextAfterSpecialCases,no,no,no,no,,refactored
01/21/2011 9:38:21,3ea6733ee8dffe49deee4d0004215d80e27a8486,"MATH-492
Removed class ""MaxIterationsExceededException"". Replaced last occurrence by
""MaxCountExceedeException"".


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1061850 13f79535-47bb-0310-9956-ffa450edef68",MaxIterationsExceededExceptionTest.java,testSimpleConstructor,yes,yes,yes,yes,,
,,,,testComplexConstructor,yes,yes,yes,yes,,
01/23/2011 16:22:08,f26739a7898b4131e53318c4ba80fa6023fbbf19,"added FastMath.scalb(double, int) and FastMath.scalb(float, int)
deprecated MathUtils.scalb(double, int)
JIRA: MATH-498

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1062550 13f79535-47bb-0310-9956-ffa450edef68",MathUtilsTest.java,testScalb,yes,yes,yes,yes,,deprecated
01/24/2011 12:07:48,fa0d87fd628b9ac0a330aac226adb2979da334cb,"Remove reflection tests as they are in FastMathStrictComparisonTest
Enable fail if not all StrictMath methods have been implemented

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1062902 13f79535-47bb-0310-9956-ffa450edef68",FastMathTest.java,testFloatSpecialCases,yes,yes,yes,yes,,
,,,,testDoubleSpecialCases,yes,yes,yes,yes,,
02/01/2011 13:45:20,d063c84cbfd37fa1ec8794d53855664eee252114,"Tidy up test

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1066173 13f79535-47bb-0310-9956-ffa450edef68",LogisticTest.java,testPreconditions,no,no,no,no,,refactored
02/01/2011 13:52:05,76f4c46b448d8d6f1fa9a6ff50cd519d8eeacbce,"Tidy up test

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1066176 13f79535-47bb-0310-9956-ffa450edef68",StepFunctionTest.java,testPreconditions,no,no,no,no,,refactored; broken into multiple tests
02/04/2011 14:43:41,cc53a6aa67414915ab5adf80819ed5e751a9e8f2,"MATH-442
Waiting for paperwork.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1067278 13f79535-47bb-0310-9956-ffa450edef68",CMAESOptimizerTest.java,testInitOutofbounds,yes,yes,yes,yes,,
,,,,testBoundariesDimensionMismatch,yes,yes,yes,yes,,
,,,,testBoundariesNoData,yes,yes,yes,yes,,
,,,,testInputSigmaNegative,yes,yes,yes,yes,,
,,,,testInputSigmaOutOfRange,yes,yes,yes,yes,,
,,,,testInputSigmaDimensionMismatch,yes,yes,yes,yes,,
,,,,testRosen,yes,yes,yes,yes,,
,,,,testMaximize,yes,yes,yes,yes,,
,,,,testEllipse,yes,yes,yes,yes,,
,,,,testElliRotated,yes,yes,yes,yes,,
,,,,testCigar,yes,yes,yes,yes,,
,,,,testTwoAxes,yes,yes,yes,yes,,
,,,,testCigTab,yes,yes,yes,yes,,
,,,,testSphere,yes,yes,yes,yes,,
,,,,testTablet,yes,yes,yes,yes,,
,,,,testDiffPow,yes,yes,yes,yes,,
,,,,testSsDiffPow,yes,yes,yes,yes,,
,,,,testAckley,yes,yes,yes,yes,,
,,,,testRastrigin,yes,yes,yes,yes,,
,,,,testConstrainedRosen,yes,yes,yes,yes,,
,,,,testDiagonalRosen,yes,yes,yes,yes,,
,,,MathUtilsTest.java,testCopyOfInt2,yes,yes,yes,yes,,
,,,,testCopyOfInt3,yes,yes,yes,yes,,
,,,,testCopyOfDouble2,yes,yes,yes,yes,,
,,,,testCopyOfDouble3,yes,yes,yes,yes,,
02/18/2011 18:03:46,f2e551b8ded495c3a62556221500dff932a77c42,"MATH-514
Removed ""ParametricGaussianFunction"" (superseded by ""Gaussian.Parametric""
in package ""analysis.function"").


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1072207 13f79535-47bb-0310-9956-ffa450edef68",ParametricGaussianFunctionTest.java,testFit01,yes,yes,yes,yes,,
,,,,testFit02,yes,yes,yes,yes,,
,,,,testValue01,yes,yes,yes,yes,,
,,,,testValue02,yes,yes,yes,yes,,
,,,,testValue03,yes,yes,yes,yes,,
03/07/2011 4:37:52,da462abca016b80ce42e4cb3523e3eb3522a559f,"MATH-542
""MathRuntimeException"" provides two ways for enhancing the information content:
one for localized messages and one for storing ""context"" objects.
The additional methods have been added to ""MathThrowable"". Consequently, dummy
implementations were needed in the old ""MathRuntimeException"" and
""MathException"".
Some parts of the tests for old exceptions were removed as they used methods
that were deleted. A call to ""MathUserException"" in ""AbstractContinuousDistribution""
was simplified for the same reason.
""MathUtils"" still contained ""String"" (instead of ""Localizable"") as argument to
the constructor of a ""MathArithmeticException"".
I don't know why a test in ""DummyStepInterpolatorTest"" stopped working. It is now
commented out; please have a look.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1078734 13f79535-47bb-0310-9956-ffa450edef68",ConvergenceExceptionTest.java,testConstructorPatternArguments,yes,yes,yes,yes,,
,,,,testConstructorPatternArgumentsCause,yes,yes,yes,yes,,
,,,MathConfigurationExceptionTest.java,testConstructorPatternArguments,yes,yes,yes,yes,,
,,,,testConstructorPatternArgumentsCause,yes,yes,yes,yes,,
,,,MathExceptionTest.java,testConstructorPatternArguments,yes,yes,yes,yes,,
,,,,testConstructorPatternArgumentsCause,yes,yes,yes,yes,,
03/07/2011 5:29:18,dd39f901b25de6571dc62c5430d756dd540383da,"MATH-542
Class is not used anymore.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1078746 13f79535-47bb-0310-9956-ffa450edef68",MessageFactoryTest.java,testSpecificGeneral,yes,yes,yes,yes,,
,,,,testNullSpecific,yes,yes,yes,yes,,
,,,,testNullGeneral,yes,yes,yes,yes,,
,,,,testNull,yes,yes,yes,yes,,
06/26/2011 11:26:48,57e2712f50eec586fc5e46fcf9eba139f82af97a,"Removed the requiresDenseOutput method from the StepHandler interface. Now integrators always
consider dense output is required and set up the appropriate state interpolators, so step
handlers can rely on them.

JIRA: MATH-596, MATH-604

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1139831 13f79535-47bb-0310-9956-ffa450edef68",DormandPrince853IntegratorTest.java,testNoDenseOutput,yes,yes,yes,yes,,
07/13/2011 10:28:21,9af50ca82c8994990992696e17beeb7956cdfd89,"MATH-566
Removed unused ""MathRuntimeException"".


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1146099 13f79535-47bb-0310-9956-ffa450edef68",MathRuntimeExceptionTest.java,testMessageChain,yes,yes,yes,yes,,
,,,,testNoArgAddMessage,yes,yes,yes,yes,,
,,,,testContext,yes,yes,yes,yes,,
,,,,testSerialize,yes,yes,yes,yes,,
,,,,testSerializeUnserializable,yes,yes,yes,yes,,
